id,price
2591820310,381382.29799795774
7974200820,894455.2138807785
7701450110,1150329.1646039425
9522300010,1762480.7310093765
9510861140,737626.9566896486
1761300310,249991.2702310956
7732410120,784228.873271527
7010701383,633408.453301608
291310170,416997.49730718427
4232901990,568441.0454413288
6840701125,641407.3144009614
3971700580,418784.1384070641
4202400078,244500.99337482377
6064800090,343998.23087118706
2626119028,262366.69417242333
3303980660,1016219.6770186947
862000020,795153.034990832
2386000070,920684.7385630838
1138000450,380973.561970109
1775800420,473324.3504524726
2291401425,405097.43069131335
2025770560,911155.8801993637
3525069037,716441.6913597218
9324800450,523474.11978637904
8080400136,534429.4502365657
8651540040,522710.44605063216
9407001790,244440.8154062271
1773101530,179216.54920590832
9432900250,334983.4304543994
1794500695,620584.2048808865
2220069003,320502.6628426988
923000120,471908.3543010359
5728000060,548047.8729230545
16000200,241082.19750540945
1926059094,456682.5555737858
6672900220,1040829.7315801769
3629860060,799125.3159276041
1822069109,399280.12121317454
6675500105,353669.46094397496
249000180,1969212.4559325574
226059065,508372.4467965436
396100110,259989.38249962038
9264450460,317654.22957331303
7853361210,382249.77916002396
9474700020,269984.82452615513
421000455,235401.7773435067
3755200220,418650.79766207293
7960100075,469130.80286705017
9477100490,389341.8283467564
9138100350,889361.4635510226
1624049275,440159.9997058069
2770606890,503442.6695414804
1157200189,407556.8297106083
2770601800,518941.38239983923
9301300805,566023.425585292
2325069032,1125166.2189782513
1021079099,356109.49516688334
7215730040,737358.9047241783
1853200080,409455.920093214
3224600340,701916.5420471982
3222049120,431551.5394014857
2113700025,268759.32883862784
7893207925,215457.01439325855
3586501085,594677.4672129566
8024200010,362758.41981925967
7116500705,175992.14475601324
1598600209,302623.8700813057
7204200025,967172.5247695147
4206901505,557431.9049958468
2937300440,918270.4799939853
7205000180,316017.4598917577
8718500665,364400.017453224
5318101765,913440.2878322271
4122700020,1058744.842922445
8078700020,520233.40828100964
3303980680,892128.2626940671
8924100372,1223167.3591463505
2781270210,210887.6679877535
519000043,551815.8104426081
3225069301,1591741.267179911
151000075,791117.9797318773
2297400020,445320.5041767048
6617500085,606907.9688462492
104510180,239520.20238325506
3528900060,964891.0748082146
3345100286,515061.89679740986
1226039130,426446.5817741401
8712100720,786950.4839792192
3037200010,394497.52526315843
3626039268,410902.66640520556
104510230,242276.92920222922
5112800060,415905.76745334506
6072400280,655505.9874300319
5317100570,1095273.4095521772
9528102993,524668.6157157692
2919201095,463584.0239309484
6181400920,249317.5537951664
185000161,244777.8545206578
8691400010,723371.6832380313
3345700165,574469.9870053147
6151800486,221975.38047064515
4340000080,1229545.7310763958
4136960010,522677.3608720881
3634100030,328223.4195999809
1624059224,1087545.068358418
2788400090,273004.8122737542
9828200762,459524.8917275213
7524400250,573221.0722204832
3528000290,747854.3227043455
5700003630,2056320.8873835078
2720069019,288744.1308759377
7227501170,235489.8532729297
2397101270,616636.7247283092
6792100090,724047.3247582593
2770602265,548799.1616060917
3971700937,291688.00335233443
422049203,220694.77426832073
3076500830,256766.67871548302
1423400260,273170.5284235177
9161100795,435398.06613253296
3126049052,470402.6689965724
5100401468,397163.2838782489
514500235,441933.4790907381
1423200170,189971.84133855544
1402100070,405524.4325604995
624110020,658949.4952342147
2407000145,198123.6546462741
1890000225,841552.4573788586
1320069271,324377.6907487103
5490700085,357253.9531482652
263000155,475000.96264578175
3726800201,408826.0287109026
5153200358,288113.5460391666
2725079018,775812.6094765838
7165700200,266767.2060598701
9429000170,572286.6999529296
8718500075,382234.19381568424
1760650950,312191.3820513124
1068000559,1215496.1977386535
4113800500,617820.9511106088
4077800507,494807.4626850146
2725069150,731680.7031940157
4008400035,656798.7890890843
7016310270,412994.6436707821
